1573766332113,-28800000,Drinking,Start
1573766341834,-28800000,Drinking,End
1573766345862,-28800000,Drinking,Start
1573766353163,-28800000,Drinking,End
1573766354819,-28800000,Drinking,Start
1573766362497,-28800000,Drinking,End
1573766366821,-28800000,Head scratch,Start
1573766371862,-28800000,Head scratch,End
1573766374397,-28800000,Head scratch,Start
1573766379152,-28800000,Head scratch,End
