1573068485037,-28800000,623.0
1573068485076,-28800000,624.0
1573068485076,-28800000,625.0
1573068485138,-28800000,626.0
1573068485200,-28800000,627.0
1573068485203,-28800000,628.0
1573068485265,-28800000,629.0
1573068485327,-28800000,630.0
1573068485389,-28800000,631.0
1573068485446,-28800000,632.0
1573068485446,-28800000,633.0
1573068485446,-28800000,634.0
1573068485508,-28800000,635.0
1573068485564,-28800000,636.0
1573068485564,-28800000,637.0
1573068485626,-28800000,638.0
1573068485675,-28800000,639.0
1573068485676,-28800000,640.0
1573068485738,-28800000,641.0
1573068485796,-28800000,642.0
1573068485797,-28800000,643.0
1573068485859,-28800000,644.0
1573068485917,-28800000,645.0
1573068485917,-28800000,646.0
1573068485979,-28800000,647.0
1573068486036,-28800000,648.0
1573068486036,-28800000,649.0
1573068486098,-28800000,650.0
1573068486157,-28800000,651.0
1573068486157,-28800000,652.0
1573068486219,-28800000,653.0
1573068486277,-28800000,654.0
1573068486277,-28800000,655.0
1573068486339,-28800000,656.0
1573068486397,-28800000,657.0
1573068486397,-28800000,658.0
1573068486459,-28800000,659.0
1573068486516,-28800000,660.0
1573068486516,-28800000,661.0
1573068486578,-28800000,662.0
1573068486638,-28800000,663.0
1573068486638,-28800000,664.0
1573068486700,-28800000,665.0
1573068486757,-28800000,666.0
1573068486757,-28800000,667.0
1573068486819,-28800000,668.0
1573068486878,-28800000,669.0
1573068486878,-28800000,670.0
1573068486940,-28800000,671.0
1573068486997,-28800000,672.0
1573068486997,-28800000,673.0
1573068487059,-28800000,674.0
1573068487117,-28800000,675.0
1573068487117,-28800000,676.0
1573068487179,-28800000,677.0
1573068487238,-28800000,678.0
1573068487238,-28800000,679.0
1573068487300,-28800000,680.0
1573068487360,-28800000,681.0
1573068487360,-28800000,682.0
1573077811699,-28800000,272.0
1573077811699,-28800000,273.0
1573077811743,-28800000,274.0
1573077811788,-28800000,275.0
1573077811836,-28800000,276.0
1573077811878,-28800000,277.0
1573077811923,-28800000,278.0
1573077811968,-28800000,279.0
1573077812013,-28800000,280.0
1573077812058,-28800000,281.0
1573077812058,-28800000,282.0
1573077812103,-28800000,283.0
1573077812148,-28800000,284.0
1573077812193,-28800000,285.0
1573077812239,-28800000,286.0
1573077812284,-28800000,287.0
1573077812332,-28800000,288.0
1573077812373,-28800000,289.0
1573077812418,-28800000,290.0
1573077812418,-28800000,291.0
1573077812465,-28800000,292.0
1573077812510,-28800000,293.0
1573077812553,-28800000,294.0
1573077812615,-28800000,295.0
1573077812645,-28800000,296.0
1573077812690,-28800000,297.0
1573077812733,-28800000,298.0
1573077812777,-28800000,299.0
1573077812778,-28800000,300.0
1573077812824,-28800000,301.0
1573077812869,-28800000,302.0
1573077812914,-28800000,303.0
1573077812959,-28800000,304.0
1573077813003,-28800000,305.0
1573077813050,-28800000,306.0
1573077813097,-28800000,307.0
1573077813138,-28800000,308.0
1573077813139,-28800000,309.0
1573077813183,-28800000,310.0
1573077813230,-28800000,311.0
1573077813278,-28800000,312.0
1573077813323,-28800000,313.0
1573077813363,-28800000,314.0
1573077813408,-28800000,315.0
1573077813469,-28800000,316.0
